respondent_id,religiosity,social_activities,social_meetings,discuss_matters
73268,2,2,5,
73269,8,3,6,
73270,1,2,5,
73271,7,3,6,
73272,3,3,5,
73273,4,3,5,
73274,5,3,3,
73275,8,1,4,
73276,0,3,7,
73277,0,2,5,
73278,9,2,4,
73279,0,1,6,
73280,5,3,6,
73281,5,3,6,
73282,0,1,5,
73283,2,1,5,
73284,7,3,6,
73285,3,3,7,
73286,10,5,7,
73287,2,5,7,
73288,10,3,6,
73289,10,4,7,
73290,5,2,4,
73291,6,4,4,
73292,0,2,4,
73293,7,4,6,
73294,6,3,3,
73295,6,2,6,
73296,3,3,6,
73297,3,1,2,
73298,2,5,6,
73299,3,4,3,
73300,3,2,4,
73301,7,3,4,
73302,5,4,6,
73303,10,4,4,
73304,3,2,5,
73305,7,4,6,
73306,3,4,5,
73307,8,3,6,
73308,6,4,6,
73309,3,3,6,
73310,2,3,5,
73311,4,4,6,
73312,9,3,4,
73313,9,3,3,
73314,10,4,5,
73315,0,3,1,
73316,4,3,6,
73317,7,3,6,
73318,5,3,5,
73319,5,4,5,
73320,7,2,7,
73321,7,3,6,
73322,2,2,2,
73323,2,2,5,
73324,10,3,6,
73325,0,2,4,
73326,3,3,2,
73327,6,2,4,
73328,7,3,6,
73329,7,2,6,
73330,1,2,4,
73331,3,2,4,
73332,1,2,4,
73333,6,2,2,
73334,8,1,2,
73335,5,3,5,
73336,5,1,2,
73337,1,1,1,
73338,10,4,6,
73339,3,1,5,
73340,4,3,6,
73341,7,4,5,
73342,6,4,6,
73343,5,3,7,
73344,8,3,7,
73345,4,3,6,
73346,5,8,5,
73347,3,3,6,
73348,2,2,2,
73349,4,2,3,
73350,0,2,6,
73351,4,1,2,
73352,4,2,2,
73353,6,4,6,
73354,0,4,6,
73355,0,2,6,
73356,2,2,6,
73357,1,1,2,
73358,9,3,6,
73359,1,8,4,
73360,4,3,6,
73361,5,4,4,
73362,3,1,3,
73363,9,2,6,
73364,0,3,5,
73365,3,2,4,
73366,6,4,5,
73367,8,2,6,
73368,7,3,6,
73369,5,3,4,
73370,1,4,6,
73371,1,3,3,
73372,6,2,6,
73373,3,2,5,
73374,7,3,4,
73375,8,3,5,
73376,7,3,6,
73377,0,2,6,
73378,6,8,3,
73379,8,2,4,
73380,0,1,1,
73381,1,2,2,
73382,6,4,6,
73383,6,3,6,
73384,7,2,4,
73385,5,2,5,
73386,0,3,6,
73387,4,2,6,
73388,0,1,2,
73389,1,2,6,
73390,5,1,5,
73391,1,3,7,
73392,0,1,3,
73393,0,2,5,
73394,10,3,7,
73395,0,2,2,
73396,8,3,5,
73397,5,5,7,
73398,5,3,7,
73399,2,3,4,
73400,6,1,2,
73401,5,3,5,
73402,8,3,5,
73403,9,3,5,
73404,8,3,7,
73405,2,2,2,
73406,2,2,4,
73407,2,2,5,
73408,5,2,5,
73409,3,4,3,
73410,5,1,5,
73411,2,4,6,
73412,10,3,5,
73413,6,3,5,
73414,2,8,6,
73415,8,3,6,
73416,5,3,6,
73417,7,2,3,
73418,0,1,2,
73419,3,2,3,
73420,8,3,6,
73421,5,3,2,
73422,0,5,1,
73423,9,3,6,
73424,7,3,4,
73425,0,8,7,
73426,0,3,7,
73427,1,3,6,
73428,6,2,4,
73429,0,2,3,
73430,10,4,6,
73431,4,3,5,
73432,7,2,5,
73433,5,1,3,
73434,2,3,5,
73435,5,3,5,
73436,5,3,5,
73437,5,4,5,
73438,4,3,6,
73439,0,2,5,
73440,3,4,6,
73441,0,8,6,
73442,0,3,5,
73443,0,2,6,
73444,4,2,4,
73445,8,2,5,
73446,2,3,7,
73447,10,3,6,
73448,1,3,6,
73449,0,4,4,
73450,7,2,4,
73451,10,3,6,
73452,0,3,3,
73453,0,3,6,
73454,0,3,2,
73455,4,4,5,
73456,2,2,5,
73457,4,3,3,
73458,4,2,3,
73459,88,4,5,
73460,1,2,1,
73461,8,3,5,
73462,4,2,6,
73463,7,3,7,
73464,0,1,5,
73465,1,3,4,
73466,3,2,3,
73467,4,1,2,
73468,3,2,4,
73469,0,2,2,
73470,6,2,7,
73471,9,3,3,
73472,6,4,5,
73473,0,3,5,
73474,0,1,7,
73475,9,3,6,
73476,1,2,2,
73477,8,2,5,
73478,1,2,4,
73479,0,2,3,
73480,5,1,7,
73481,0,2,4,
73482,5,3,7,
73483,5,3,4,
73484,2,3,5,
73485,4,2,5,
73486,8,3,4,
73487,0,1,5,
73488,3,1,2,
73489,5,3,6,
73490,0,1,3,
73491,0,1,1,
73492,2,3,6,
73493,0,1,2,
73494,4,1,2,
73495,5,3,5,
73496,2,3,3,
73497,8,1,2,
73498,0,3,6,
73499,0,2,4,
73500,5,2,7,
73501,2,2,4,
73502,1,3,4,
73503,88,3,4,
73504,1,2,2,
73505,3,2,4,
73506,5,2,5,
73507,0,2,5,
73508,8,2,5,
73509,8,3,4,
73510,1,1,3,
73511,9,1,4,
73512,3,2,4,
73513,5,2,4,
73514,2,1,6,
73515,8,3,6,
73516,2,4,6,
73517,3,1,3,
73518,9,3,6,
73519,2,3,4,
73520,0,8,6,
73521,8,2,4,
73522,6,3,2,
73523,5,2,3,
73524,1,3,4,
73525,2,3,5,
73526,2,2,3,
73527,6,1,6,
73528,1,3,6,
73529,2,3,6,
73530,5,3,6,
73531,3,1,7,
73532,7,1,3,
73533,1,3,6,
73534,0,3,7,
73535,2,1,3,
73536,2,1,2,
73537,2,1,2,
73538,7,1,5,
73539,0,1,3,
73540,4,3,5,
73541,2,3,7,
73542,1,3,6,
73543,4,1,2,
73544,1,3,7,
73545,4,2,3,
73546,0,1,5,
73547,9,3,7,
73548,1,3,4,
73549,1,3,7,
73550,1,3,4,
73551,1,2,5,
73552,8,2,7,
73553,4,2,3,
73554,5,3,6,
73555,7,2,6,
73556,1,4,6,
73557,5,2,5,
73558,3,4,5,
73559,1,3,6,
73560,2,4,6,
73561,1,3,6,
73562,0,3,6,
73563,1,3,6,
73564,2,2,5,
73565,7,4,7,
73566,1,3,2,
73567,7,1,2,
73568,2,3,5,
73569,2,2,3,
73570,8,3,3,
73571,1,1,1,
73572,5,2,4,
73573,8,2,2,
73574,0,2,3,
73575,5,4,7,
73576,1,2,5,
73577,5,2,4,
73578,5,2,2,
73579,6,2,5,
73580,3,4,7,
73581,4,4,5,
73582,7,4,5,
73583,2,3,4,
73584,0,2,3,
73585,4,4,6,
73586,5,2,5,
73587,0,1,2,
73588,0,4,5,
73589,1,3,7,
73590,5,3,5,
73591,0,4,6,
73592,0,3,7,
73593,3,1,6,
73594,8,3,5,
73595,2,3,5,
73596,0,3,6,
73597,1,4,7,
73598,7,1,2,
73599,9,3,4,
73600,8,2,3,
73601,0,4,6,
73602,7,3,6,
73603,1,2,5,
73604,7,3,3,
73605,6,1,5,
73606,8,4,6,
73607,7,4,6,
73608,8,4,7,
73609,5,2,1,
73610,7,4,6,
73611,1,4,5,
73612,3,4,7,
73613,6,4,7,
73614,3,1,7,
73615,3,5,6,
73616,7,4,6,
73617,9,1,1,
73618,9,2,6,
73619,0,3,6,
73620,6,2,6,
73621,9,2,6,
73622,5,1,3,
73623,0,2,3,
73624,3,2,1,
73625,0,1,2,
73626,2,1,6,
73627,5,2,5,
73628,7,1,6,
73629,7,1,2,
73630,0,2,7,
73631,0,3,3,
73632,2,2,3,
73633,3,3,6,
73634,2,2,4,
73635,8,5,7,
73636,5,1,2,
73637,0,1,5,
73638,3,2,7,
73639,3,2,5,
73640,6,3,4,
73641,7,4,5,
73642,7,3,7,
73643,8,4,6,
73644,4,3,3,
73645,5,4,6,
73646,0,2,6,
73647,3,3,5,
73648,7,2,1,
73649,6,2,5,
73650,7,4,6,
73651,1,2,6,
73652,3,2,3,
73653,4,2,6,
73654,4,2,6,
73655,2,1,6,
73656,8,4,7,
73657,4,4,4,
73658,5,2,4,
73659,2,4,7,
73660,5,3,6,
73661,0,1,2,
73662,5,3,6,
73663,3,1,7,
73664,2,4,6,
73665,10,4,7,
73666,3,4,7,
73667,5,2,4,
73668,0,1,7,
73669,5,2,5,
73670,2,4,3,
73671,10,3,7,
73672,88,4,5,
73673,4,4,6,
73674,1,2,4,
73675,8,3,5,
73676,10,1,5,
73677,8,5,6,
73678,6,3,3,
73679,3,2,3,
73680,5,4,6,
73681,1,2,3,
73682,5,3,6,
73683,9,3,5,
73684,3,2,5,
73685,6,2,5,
73686,2,2,7,
73687,7,3,3,
73688,7,4,6,
73689,5,2,5,
73690,5,3,6,
73691,6,2,4,
73692,0,2,3,
73693,7,4,6,
73694,5,3,6,
73695,2,3,6,
73696,0,3,5,
73697,3,4,5,
73698,3,2,7,
73699,7,2,4,
73700,3,3,6,
73701,0,2,1,
73702,9,2,3,
73703,5,3,4,
73704,9,2,6,
73705,0,3,5,
73706,3,3,5,
73707,3,2,6,
73708,6,3,4,
73709,7,4,5,
73710,4,1,2,
73711,6,2,1,
73712,2,1,6,
73713,3,2,3,
73714,0,2,4,
73715,8,4,6,
73716,7,4,6,
73717,3,3,4,
73718,8,3,6,
73719,4,2,1,
73720,10,1,3,
73721,4,2,4,
73722,5,3,6,
73723,5,2,4,
73724,1,3,4,
73725,2,2,2,
73726,6,2,5,
73727,10,4,6,
73728,6,2,4,
73729,2,4,4,
73730,5,1,4,
73731,8,5,6,
73732,7,3,6,
73733,7,3,4,
73734,2,4,7,
73735,5,3,5,
73736,8,2,2,
73737,0,2,2,
73738,8,1,6,
73739,0,2,5,
73740,0,3,5,
73741,0,4,6,
73742,0,3,7,
73743,0,1,5,
73744,3,3,3,
73745,7,4,6,
73746,0,1,2,
73747,4,2,7,
73748,8,2,3,
73749,3,3,5,
73750,5,2,5,
73751,0,2,5,
73752,7,3,4,
73753,8,3,5,
73754,7,2,5,
73755,9,3,6,
73756,4,3,5,
73757,3,3,2,
73758,0,2,7,
73759,10,1,5,
73760,5,3,4,
73761,0,3,6,
73762,2,3,2,
73763,8,2,5,
73764,4,4,6,
73765,2,2,3,
73766,6,1,2,
73767,1,2,5,
73768,1,2,6,
73769,5,2,6,
73770,2,1,6,
73771,2,2,4,
73772,3,2,6,
73773,7,3,5,
73774,2,1,5,
73775,7,1,2,
73776,4,3,2,
73777,7,1,6,
73778,7,2,5,
73779,4,5,6,
73780,3,5,6,
73781,5,1,6,
73782,1,1,5,
73783,7,3,2,
73784,10,4,6,
73785,3,4,7,
73786,0,2,7,
73787,3,2,7,
73788,0,1,5,
73789,3,2,6,
73790,1,4,5,
73791,10,3,6,
73792,0,3,4,
73793,1,3,5,
73794,1,3,6,
73795,1,4,6,
73796,1,3,6,
73797,7,3,6,
73798,0,3,6,
73799,0,3,3,
73800,7,3,6,
73801,1,4,6,
73802,3,2,4,
73803,9,2,5,
73804,5,3,4,
73805,5,2,2,
73806,3,2,2,
73807,5,3,5,
73808,3,2,2,
73809,3,4,6,
73810,0,1,2,
73811,6,3,6,
73812,0,3,2,
73813,6,2,2,
73814,5,2,2,
73815,4,2,7,
73816,5,4,4,
73817,1,3,6,
73818,3,3,6,
73819,8,1,6,
73820,8,5,7,
73821,3,2,2,
73822,1,2,1,
73823,3,3,3,
73824,0,3,5,
73825,7,3,6,
73826,7,3,6,
73827,7,2,2,
73828,8,2,2,
73829,0,4,6,
73830,7,3,6,
73831,0,4,6,
73832,7,2,3,
73833,7,3,4,
73834,8,5,5,
73835,5,4,7,
73836,2,2,3,
73837,10,3,6,
73838,0,1,2,
73839,5,8,5,
73840,7,4,6,
73841,7,3,2,
73842,4,2,2,
73843,3,3,6,
73844,8,4,6,
73845,8,3,6,
73846,1,1,5,
73847,6,3,6,
73848,5,3,6,
73849,6,1,6,
73850,8,2,3,
73851,5,3,3,
73852,5,2,6,
73853,8,2,4,
73854,7,2,4,
73855,8,4,7,
73856,10,4,6,
73857,0,4,5,
73858,7,4,7,
73859,3,2,5,
73860,0,3,3,
73861,0,1,5,
73862,3,3,5,
73863,2,2,3,
73864,7,3,3,
73865,7,3,6,
73866,9,3,6,
73867,6,3,6,
73868,1,2,3,
73869,1,3,5,
73870,9,2,2,
73871,5,3,7,
73872,8,1,7,
73873,3,3,6,
73874,2,2,3,
73875,0,3,5,
73876,3,5,6,
73877,0,4,7,
73878,5,3,6,
73879,3,3,6,
73880,5,3,6,
73881,1,4,5,
73882,3,4,6,
73883,5,2,7,
73884,5,3,6,
73885,7,3,5,
73886,9,4,6,
73887,5,1,2,
73888,5,2,4,
73889,8,2,5,
73890,5,3,5,
73891,8,2,6,
73892,7,4,5,
73893,5,2,2,
73894,0,2,3,
73895,8,3,2,
73896,0,3,6,
73897,0,2,2,
73898,7,4,7,
73899,6,3,5,
73900,2,2,3,
73901,0,4,3,
73902,4,2,3,
73903,1,3,3,
73904,8,2,7,
73905,6,2,7,
73906,5,3,4,
73907,10,2,4,
73908,6,3,3,
73909,5,3,6,
73910,7,1,7,
73911,5,2,3,
73912,3,5,7,
73913,8,4,6,
73914,6,1,2,
73915,0,2,6,
73916,10,2,2,
73917,9,2,6,
73918,8,1,7,
73919,5,3,6,
73920,1,1,1,
73921,1,3,4,
73922,2,2,5,
73923,8,2,4,
73924,8,3,6,
73925,7,2,4,
73926,0,2,6,
73927,7,3,7,
73928,2,2,6,
73929,2,3,6,
73930,0,3,6,
73931,0,2,2,
73932,6,2,4,
73933,3,2,2,
73934,3,2,5,
73935,8,3,6,
73936,6,4,5,
73937,5,1,5,
73938,0,2,6,
73939,5,3,7,
73940,1,4,6,
73941,5,2,4,
73942,10,1,6,
73943,8,2,5,
73944,0,1,7,
73945,3,1,1,
73946,0,3,7,
73947,3,2,5,
73948,2,3,4,
73949,5,3,4,
73950,5,2,3,
73951,10,4,6,
73952,2,2,4,
73953,4,3,5,
73954,7,4,4,
73955,6,2,5,
73956,9,3,5,
73957,0,2,2,
73958,4,3,4,
73959,0,2,2,
73960,4,3,6,
73961,7,1,1,
73962,0,2,2,
73963,5,3,6,
73964,0,2,2,
73965,5,2,3,
73966,9,3,6,
73967,3,2,3,
73968,8,3,5,
73969,3,2,2,
73970,4,3,3,
73971,6,2,6,
73972,5,2,3,
73973,0,2,6,
73974,6,3,4,
73975,9,3,7,
73976,2,2,7,
73977,0,2,5,
73978,5,2,2,
73979,5,2,3,
73980,7,4,5,
73981,6,3,5,
73982,7,2,4,
73983,4,3,7,
73984,2,3,6,
73985,3,2,2,
73986,8,2,7,
73987,8,4,6,
73988,8,1,2,
73989,6,2,3,
73990,5,3,5,
73991,10,4,5,
73992,10,5,6,
73993,5,2,3,
73994,1,2,2,
73995,5,1,2,
73996,6,1,5,
73997,9,4,5,
73998,3,2,2,
73999,6,2,4,
74000,2,2,4,
74001,2,3,6,
74002,1,3,4,
74003,5,2,4,
74004,2,2,2,
74005,7,3,4,
74006,0,1,7,
74007,8,2,5,
74008,3,1,2,
74009,0,2,3,
74010,7,2,2,
74011,10,3,1,
74012,0,3,7,
74013,0,2,5,
74014,0,1,1,
74015,2,1,1,
74016,1,2,7,
74017,3,3,3,
74018,0,3,4,
74019,2,3,7,
74020,0,3,7,
74021,0,3,6,
74022,3,4,6,
74023,7,3,6,
74024,0,3,4,
74025,7,3,3,
74026,0,4,2,
74027,6,4,6,
74028,5,3,5,
74029,0,3,3,
74030,0,2,5,
74031,8,1,3,
74032,8,4,7,
74033,1,4,6,
74034,8,3,6,
74035,7,2,4,
74036,3,1,2,
74037,9,3,4,
74038,0,5,4,
74039,8,3,6,
74040,0,4,6,
74041,6,3,5,
74042,5,3,4,
74043,6,3,3,
74044,4,2,5,
74045,3,2,5,
74046,5,5,2,
74047,6,4,2,
74048,5,1,3,
74049,8,3,7,
74050,5,3,5,
74051,4,3,2,
74052,1,2,2,
74053,8,2,6,
74054,0,2,6,
74055,0,2,5,
74056,4,2,6,
74057,3,1,1,
74058,8,3,5,
74059,7,2,3,
74060,8,3,7,
74061,10,3,4,
74062,9,4,7,
74063,7,3,4,
74064,7,3,5,
74065,7,3,6,
74066,5,3,5,
74067,9,2,4,
74068,4,3,5,
74069,3,1,2,
74070,7,4,6,
74071,1,4,5,
74072,1,2,5,
74073,3,3,6,
74074,6,2,6,
74075,3,3,6,
74076,6,3,5,
74077,7,2,3,
74078,1,4,4,
74079,3,3,5,
74080,0,2,4,
74081,5,1,1,
74082,6,2,2,
74083,5,3,5,
74084,4,2,7,
74085,4,4,7,
74086,4,2,5,
74087,8,2,5,
74088,8,2,5,
74089,8,3,5,
74090,0,3,6,
74091,10,1,3,
74092,8,3,5,
74093,6,2,2,
74094,0,3,7,
74095,5,4,4,
74096,4,3,3,
74097,0,5,6,
74098,5,3,3,
74099,8,1,6,
74100,77,3,6,
74101,5,3,6,
74102,9,4,6,
74103,1,4,7,
74104,5,1,3,
74105,1,2,6,
74106,10,2,4,
74107,5,3,5,
74108,7,4,7,
74109,10,3,6,
74110,4,3,5,
74111,0,2,5,
74112,5,4,6,
74113,2,4,6,
74114,5,5,7,
74115,0,3,7,
74116,5,3,3,
74117,0,2,3,
74118,0,2,6,
74119,1,2,5,
74120,7,3,7,
74121,5,2,4,
74122,8,4,6,
74123,1,2,6,
74124,7,3,7,
74125,5,2,4,
74126,9,3,6,
74127,0,2,6,
74128,0,3,7,
74129,3,3,6,
74130,7,3,5,
74131,7,3,6,
74132,1,3,5,
74133,0,3,6,
74134,10,4,4,
74135,1,3,5,
74136,10,4,6,
74137,0,2,6,
74138,0,3,5,
74139,6,2,6,
74140,5,3,6,
74141,0,2,3,
74142,9,4,6,
74143,2,3,5,
74144,1,2,5,
74145,4,3,7,
74146,4,3,4,
74147,4,3,4,
74148,5,3,2,
74149,2,3,7,
74150,5,3,7,
74151,5,1,2,
74152,0,2,5,
74153,2,3,7,
74154,1,3,6,
74155,6,3,6,
74156,1,3,7,
74157,0,3,6,
74158,3,3,6,
74159,0,4,7,
74160,3,3,4,
74161,7,3,6,
74162,1,3,4,
74163,2,2,6,
74164,0,3,4,
74165,2,3,7,
74166,0,2,5,
74167,0,3,6,
74168,3,2,7,
74169,3,3,7,
74170,7,3,4,
74171,7,3,6,
74172,0,2,4,
74173,0,3,7,
74174,0,4,6,
74175,5,3,6,
74176,0,3,6,
74177,2,3,4,
74178,4,4,5,
74179,5,3,4,
74180,8,3,4,
74181,0,3,3,
74182,6,3,6,
74183,8,2,4,
74184,4,3,4,
74185,0,2,4,
74186,8,4,5,
74187,5,3,7,
74188,7,3,6,
74189,7,3,6,
74190,5,5,7,
74191,8,3,7,
74192,0,3,5,
74193,6,5,7,
74194,8,2,4,
74195,7,3,4,
74196,0,4,6,
74197,6,5,6,
74198,7,4,5,
74199,1,4,7,
74200,0,3,4,
74201,0,3,4,
74202,5,3,6,
74203,7,3,5,
74204,5,3,6,
74205,0,3,6,
74206,1,3,4,
74207,5,2,4,
74208,4,3,3,
74209,10,3,5,
74210,8,4,6,
74211,0,3,7,
74212,0,4,6,
74213,0,3,5,
74214,7,3,6,
74215,4,3,4,
74216,0,3,6,
74217,8,4,7,
74218,0,3,7,
74219,0,3,7,
74220,0,3,7,
74221,6,2,3,
74222,4,4,6,
74223,1,3,5,
74224,4,4,4,
74225,0,2,4,
74226,0,3,6,
74227,4,3,6,
74228,5,4,6,
74229,8,3,6,
74230,4,3,7,
74231,1,3,6,
74232,7,3,6,
74233,5,3,5,
74234,5,4,4,
74235,3,1,7,
74236,9,2,3,
74237,5,1,3,
74238,2,3,6,
74239,3,1,3,
74240,0,2,6,
74241,5,3,5,
74242,7,3,5,
74243,8,3,6,
74244,1,3,7,
74245,1,3,3,
74246,3,3,6,
74247,0,4,6,
74248,8,4,6,
74249,3,3,6,
74250,0,4,6,
74251,0,3,7,
74252,0,3,6,
74253,6,2,4,
74254,5,3,6,
74255,1,4,6,
74256,9,3,5,
74257,3,3,6,
74258,0,2,4,
74259,3,3,5,
74260,3,3,6,
74261,5,3,6,
74262,4,2,4,
74263,4,3,5,
74264,4,3,6,
74265,6,3,4,
74266,6,4,4,
74267,3,3,4,
74268,8,3,5,
74269,7,3,7,
74270,5,4,7,
74271,5,3,6,
74272,6,2,4,
74273,0,3,6,
74274,5,3,7,
74275,10,3,6,
74276,2,1,2,
74277,1,3,4,
74278,7,3,7,
74279,1,2,6,
74280,2,3,4,
74281,1,3,5,
74282,5,3,7,
74283,1,2,3,
74284,8,4,6,
74285,6,3,6,
74286,2,3,7,
74287,5,3,6,
74288,3,3,6,
74289,3,4,4,
74290,3,2,4,
74291,0,2,3,
74292,0,3,6,
74293,3,3,5,
74294,0,3,6,
74295,4,2,4,
74296,5,3,6,
74297,5,3,5,
74298,6,3,5,
74299,2,3,6,
74300,5,3,4,
74301,2,3,6,
74302,7,2,4,
74303,2,2,3,
74304,0,3,7,
74305,5,3,5,
74306,7,4,6,
74307,2,4,7,
74308,4,3,6,
74309,6,3,4,
74310,5,3,5,
74311,5,3,5,
74312,2,2,4,
74313,6,3,6,
74314,7,2,3,
74315,2,3,4,
74316,0,4,6,
74317,0,3,7,
74318,1,2,4,
74319,0,2,7,
74320,6,3,6,
74321,1,2,5,
74322,0,3,6,
74323,88,1,2,
74324,0,3,5,
74325,4,3,5,
74326,2,3,4,
74327,3,3,5,
74328,0,3,3,
74329,3,2,3,
74330,4,2,6,
74331,9,3,6,
74332,7,2,7,
74333,0,3,6,
74334,0,2,7,
74335,3,3,5,
74336,8,3,4,
74337,8,1,2,
74338,4,3,5,
74339,5,3,4,
74340,5,3,6,
74341,6,2,6,
74342,2,3,4,
74343,1,3,6,
74344,5,2,6,
74345,7,3,7,
74346,7,4,4,
74347,7,2,6,
74348,6,2,4,
74349,6,3,5,
74350,5,3,4,
74351,0,3,7,
74352,0,4,7,
74353,6,2,5,
74354,1,4,7,
74355,6,3,7,
74356,0,4,7,
74357,0,3,6,
74358,6,3,7,
74359,0,4,5,
74360,5,3,7,
74361,0,3,7,
74362,0,4,6,
74363,5,3,6,
74364,2,4,7,
74365,0,3,5,
74366,1,3,4,
74367,3,4,7,
74368,5,3,5,
74369,0,3,7,
74370,1,2,6,
74371,0,3,5,
74372,3,4,6,
74373,2,4,6,
74374,0,3,6,
74375,0,3,4,
74376,0,4,7,
74377,0,2,3,
74378,3,3,5,
74379,3,3,4,
74380,0,3,6,
74381,4,3,6,
74382,1,3,5,
74383,0,4,5,
74384,1,3,5,
74385,0,3,4,
74386,1,3,7,
74387,0,4,7,
74388,1,3,7,
74389,0,3,6,
74390,0,3,5,
74391,8,3,7,
74392,7,2,5,
74393,0,3,6,
74394,0,1,1,
74395,10,3,7,
74396,1,3,6,
74397,2,3,6,
74398,0,4,6,
74399,3,3,6,
74400,7,3,6,
74401,0,3,7,
74402,7,3,6,
74403,1,3,7,
74404,5,3,7,
74405,8,3,6,
74406,0,2,6,
74407,2,3,6,
74408,3,3,5,
74409,6,3,4,
74410,4,4,7,
74411,5,3,7,
74412,0,3,5,
74413,0,4,6,
74414,7,4,6,
74415,0,3,7,
74416,7,2,5,
74417,0,3,4,
74418,1,3,5,
74419,0,3,6,
74420,4,3,4,
74421,0,4,6,
74422,1,2,5,
74423,1,3,6,
74424,0,2,6,
74425,10,3,4,
74426,1,2,4,
74427,0,3,7,
74428,2,3,6,
74429,0,2,5,
74430,1,3,4,
74431,3,4,6,
74432,10,2,5,
74433,10,2,1,
74434,0,2,6,
74435,7,3,5,
74436,3,3,7,
74437,5,3,6,
74438,0,2,7,
74439,3,3,4,
74440,1,3,5,
74441,0,3,7,
74442,5,2,4,
74443,10,4,6,
74444,7,4,3,
74445,8,4,6,
74446,6,2,5,
74447,6,3,5,
74448,10,1,1,
74449,5,5,7,
74450,3,3,4,
74451,0,2,6,
74452,3,3,6,
74453,2,3,7,
74454,3,3,6,
74455,5,5,7,
74456,7,3,6,
74457,3,4,5,
74458,2,3,5,
74459,5,2,3,
74460,7,3,4,
74461,2,3,5,
74462,8,3,6,
74463,5,3,6,
74464,5,4,6,
74465,8,1,7,
74466,0,2,7,
74467,0,2,5,
74468,2,3,5,
74469,5,4,7,
74470,3,4,7,
74471,0,2,4,
74472,0,1,1,
74473,4,4,6,
74474,0,2,5,
74475,2,3,6,
74476,0,3,6,
74477,5,2,7,
74478,5,4,7,
74479,1,2,5,
74480,2,3,4,
74481,0,2,5,
74482,5,2,6,
74483,4,3,5,
74484,5,2,4,
74485,0,2,4,
74486,8,4,6,
74487,9,4,7,
74488,0,3,6,
74489,5,2,5,
74490,2,3,7,
74491,1,3,7,
74492,2,2,4,
74493,5,3,7,
74494,3,3,7,
74495,7,3,7,
74496,7,2,2,
74497,3,4,7,
74498,1,3,6,
74499,5,3,5,
74500,7,3,5,
74501,5,3,6,
74502,6,4,6,
74503,2,3,6,
74504,0,3,6,
74505,0,2,7,
74506,4,3,4,
74507,6,2,4,
74508,3,4,7,
74509,10,5,7,
74510,2,3,4,
74511,2,1,4,
74512,5,3,5,
74513,0,3,6,
74514,0,3,6,
74515,8,2,6,
74516,2,3,4,
74517,0,3,5,
74518,7,4,6,
74519,0,3,6,
74520,2,2,5,
74521,0,4,6,
74522,2,2,3,
74523,0,8,3,
74524,4,4,6,
74525,8,3,6,
74526,6,3,4,
74527,0,4,6,
74528,3,2,6,
74529,3,4,5,
74530,10,2,4,
74531,0,3,4,
74532,2,4,7,
74533,3,3,7,
74534,4,2,6,
74535,7,3,7,
74536,2,3,6,
74537,3,4,7,
74538,0,3,2,
74539,5,4,6,
74540,3,3,5,
74541,1,3,7,
74542,3,3,3,
74543,7,5,6,
74544,5,3,4,
74545,6,4,6,
74546,0,1,2,
74547,5,3,4,
74548,4,3,7,
74549,3,4,6,
74550,0,3,7,
74551,2,4,6,
74552,4,3,6,
74553,6,3,7,
74554,4,3,7,
74555,5,4,7,
74556,0,4,7,
74557,3,4,7,
74558,5,3,6,
74559,0,3,7,
74560,6,3,6,
74561,2,3,5,
74562,7,3,6,
74563,5,3,4,
74564,7,3,7,
74565,7,3,4,
74566,6,3,7,
74567,1,3,7,
74568,0,3,7,
74569,5,3,7,
74570,2,3,6,
74571,10,5,6,
74572,0,2,4,
74573,10,2,4,
74574,5,2,7,
74575,4,3,3,
74576,0,3,4,
74577,5,3,7,
74578,0,3,6,
74579,0,2,2,
74580,6,2,3,
74581,3,3,6,
74582,10,3,6,
74583,0,4,5,
74584,0,4,4,
74585,1,3,3,
74586,3,3,4,
74587,5,2,6,
74588,2,2,6,
74589,2,4,6,
74590,7,4,5,
74591,5,2,4,
74592,6,4,7,
74593,7,2,4,
74594,0,3,6,
74595,5,3,4,
74596,7,4,7,
74597,5,3,6,
74598,4,3,6,
74599,1,3,5,
74600,8,4,6,
74601,4,2,6,
74602,3,2,7,
74603,4,3,6,
74604,4,1,6,
74605,1,3,4,
74606,6,3,7,
74607,1,2,7,
74608,5,2,3,
74609,1,3,6,
74610,0,3,7,
74611,4,2,5,
74612,3,3,6,
74613,1,3,6,
74614,0,3,4,
74615,7,4,4,
74616,1,3,6,
74617,5,4,6,
74618,1,3,7,
74619,3,3,6,
74620,7,2,6,
74621,4,3,4,
74622,7,3,6,
74623,4,4,7,
74624,6,3,4,
74625,2,3,5,
74626,2,5,6,
74627,7,3,4,
74628,4,4,5,
74629,5,3,5,
74630,1,4,7,
74631,10,2,3,
74632,5,3,6,
74633,5,3,6,
74634,10,4,7,
74635,0,3,6,
74636,8,4,5,
74637,7,2,6,
74638,1,3,7,
74639,8,3,4,
74640,2,3,4,
74641,5,2,4,
74642,0,3,5,
74643,0,3,7,
74644,5,3,4,
74645,5,2,6,
74646,6,3,6,
74647,0,2,6,
74648,1,4,7,
74649,7,3,3,
74650,0,3,4,
74651,4,4,6,
74652,5,3,4,
74653,1,4,7,
74654,6,4,6,
74655,0,3,7,
74656,2,3,4,
74657,1,3,7,
74658,5,3,6,
74659,5,3,6,
74660,3,4,7,
74661,4,3,4,
74662,7,2,4,
74663,2,2,6,
74664,7,3,2,
